item;cond;NP1;C.VB;A;NP2;inf;ADV;ADJ;PP;item;cond;control;grammaticality;distractor;control_verb;adj_gender;infinitive;sentence
36;H;Begoña;consentiulle;a;Blanca;ser;un pouco;anárquico;coas normas;36;H;object;ungrammatical;mismatch;consentiulle;masc;ser;Ela consentiulle a ela ser un pouco anárquico coas normas.
37;A;Arturo;prometeulle;a;Borja;estar;máis;preocupado;pola salud;37;A;subject;grammatical;match;prometeulle;masc;estar;El prometeulle a el estar máis preocupado pola salud.
37;B;Arturo;prometeulle;a;Elisa;estar;máis;preocupado;pola salud;37;B;subject;grammatical;mismatch;prometeulle;masc;estar;El prometeulle a ela estar máis preocupado pola salud.
37;C;Estefanía;prometeulle;a;Borja;estar;máis;preocupado;pola salud;37;C;subject;ungrammatical;match;prometeulle;masc;estar;Ela prometeulle a el estar máis preocupado pola salud.
37;D;Estefanía;prometeulle;a;Elisa;estar;máis;preocupado;pola salud;37;D;subject;ungrammatical;mismatch;prometeulle;masc;estar;Ela prometeulle a ela estar máis preocupado pola salud.
37;E;Arturo;aconselloulle;a;Borja;estar;máis;preocupado;pola salud;37;E;object;grammatical;match;aconselloulle;masc;estar;El aconselloulle a el estar máis preocupado pola salud.
37;F;Estefanía;aconselloulle;a;Borja;estar;máis;preocupado;pola salud;37;F;object;grammatical;mismatch;aconselloulle;masc;estar;Ela aconselloulle a el estar máis preocupado pola salud.
37;G;Arturo;aconselloulle;a;Elisa;estar;máis;preocupado;pola salud;37;G;object;ungrammatical;match;aconselloulle;masc;estar;El aconselloulle a ela estar máis preocupado pola salud.
37;H;Estefanía;aconselloulle;a;Elisa;estar;máis;preocupado;pola salud;37;H;object;ungrammatical;mismatch;aconselloulle;masc;estar;Ela aconselloulle a ela estar máis preocupado pola salud.
38;A;Araceli;recoñeceulle;a;Matilde;estar;moi pouco;interesada;na política;38;A;subject;grammatical;match;recoñeceulle;fem;estar;Ela recoñeceulle a ela estar moi pouco interesada na política.
38;B;Araceli;recoñeceulle;a;Mateo;estar;moi pouco;interesada;na política;38;B;subject;grammatical;mismatch;recoñeceulle;fem;estar;Ela recoñeceulle a el estar moi pouco interesada na política.
38;C;Eugenio;recoñeceulle;a;Matilde;estar;moi pouco;interesada;na política;38;C;subject;ungrammatical;match;recoñeceulle;fem;estar;El recoñeceulle a ela estar moi pouco interesada na política.
38;D;Eugenio;recoñeceulle;a;Mateo;estar;moi pouco;interesada;na política;38;D;subject;ungrammatical;mismatch;recoñeceulle;fem;estar;El recoñeceulle a el estar moi pouco interesada na política.
38;E;Araceli;recriminoulle;a;Matilde;estar;moi pouco;interesada;na política;38;E;object;grammatical;match;recriminoulle;fem;estar;Ela recriminoulle a ela estar moi pouco interesada na política.
38;F;Eugenio;recriminoulle;a;Matilde;estar;moi pouco;interesada;na política;38;F;object;grammatical;mismatch;recriminoulle;fem;estar;El recriminoulle a ela estar moi pouco interesada na política.
38;G;Araceli;recriminoulle;a;Mateo;estar;moi pouco;interesada;na política;38;G;object;ungrammatical;match;recriminoulle;fem;estar;Ela recriminoulle a el estar moi pouco interesada na política.
38;H;Eugenio;recriminoulle;a;Mateo;estar;moi pouco;interesada;na política;38;H;object;ungrammatical;mismatch;recriminoulle;fem;estar;El recriminoulle a el estar moi pouco interesada na política.
39;A;Isaac;reveloulle;a;Germán;estar;aínda;deprimido;pola ruptura;39;A;subject;grammatical;match;reveloulle;masc;estar;El reveloulle a el estar aínda deprimido pola ruptura.
39;B;Isaac;reveloulle;a;Elvira;estar;aínda;deprimido;pola ruptura;39;B;subject;grammatical;mismatch;reveloulle;masc;estar;El reveloulle a ela estar aínda deprimido pola ruptura.
39;C;Belén;reveloulle;a;Germán;estar;aínda;deprimido;pola ruptura;39;C;subject;ungrammatical;match;reveloulle;masc;estar;Ela reveloulle a el estar aínda deprimido pola ruptura.
39;D;Belén;reveloulle;a;Elvira;estar;aínda;deprimido;pola ruptura;39;D;subject;ungrammatical;mismatch;reveloulle;masc;estar;Ela reveloulle a ela estar aínda deprimido pola ruptura.
39;E;Isaac;reprochoulle;a;Germán;estar;aínda;deprimido;pola ruptura;39;E;object;grammatical;match;reprochoulle;masc;estar;El reprochoulle a el estar aínda deprimido pola ruptura.
39;F;Belén;reprochoulle;a;Germán;estar;aínda;deprimido;pola ruptura;39;F;object;grammatical;mismatch;reprochoulle;masc;estar;Ela reprochoulle a el estar aínda deprimido pola ruptura.
39;G;Isaac;reprochoulle;a;Elvira;estar;aínda;deprimido;pola ruptura;39;G;object;ungrammatical;match;reprochoulle;masc;estar;El reprochoulle a ela estar aínda deprimido pola ruptura.
39;H;Belén;reprochoulle;a;Elvira;estar;aínda;deprimido;pola ruptura;39;H;object;ungrammatical;mismatch;reprochoulle;masc;estar;Ela reprochoulle a ela estar aínda deprimido pola ruptura.
40;A;Tamara;garantizoulle;a;Paloma;estar;menos;agresiva;no debate;40;A;subject;grammatical;match;garantizoulle;fem;estar;Ela garantizoulle a ela estar menos agresiva no debate.
40;B;Tamara;garantizoulle;a;Asier;estar;menos;agresiva;no debate;40;B;subject;grammatical;mismatch;garantizoulle;fem;estar;Ela garantizoulle a el estar menos agresiva no debate.
40;C;Valentín;garantizoulle;a;Paloma;estar;menos;agresiva;no debate;40;C;subject;ungrammatical;match;garantizoulle;fem;estar;El garantizoulle a ela estar menos agresiva no debate.
40;D;Valentín;garantizoulle;a;Asier;estar;menos;agresiva;no debate;40;D;subject;ungrammatical;mismatch;garantizoulle;fem;estar;El garantizoulle a el estar menos agresiva no debate.
40;E;Tamara;recomendoulle;a;Paloma;estar;menos;agresiva;no debate;40;E;object;grammatical;match;recomendoulle;fem;estar;Ela recomendoulle a ela estar menos agresiva no debate.
40;F;Valentín;recomendoulle;a;Paloma;estar;menos;agresiva;no debate;40;F;object;grammatical;mismatch;recomendoulle;fem;estar;El recomendoulle a ela estar menos agresiva no debate.
40;G;Tamara;recomendoulle;a;Asier;estar;menos;agresiva;no debate;40;G;object;ungrammatical;match;recomendoulle;fem;estar;Ela recomendoulle a el estar menos agresiva no debate.
40;H;Valentín;recomendoulle;a;Asier;estar;menos;agresiva;no debate;40;H;object;ungrammatical;mismatch;recomendoulle;fem;estar;El recomendoulle a el estar menos agresiva no debate.
41;A;Abel;confirmoulle;a;Adolfo;estar;aínda;doído;polas críticas;41;A;subject;grammatical;match;confirmoulle;masc;estar;El confirmoulle a el estar aínda doído polas críticas.
41;B;Abel;confirmoulle;a;Almudena;estar;aínda;doído;polas críticas;41;B;subject;grammatical;mismatch;confirmoulle;masc;estar;El confirmoulle a ela estar aínda doído polas críticas.
41;C;Rebeca;confirmoulle;a;Adolfo;estar;aínda;doído;polas críticas;41;C;subject;ungrammatical;match;confirmoulle;masc;estar;Ela confirmoulle a el estar aínda doído polas críticas.
41;D;Rebeca;confirmoulle;a;Almudena;estar;aínda;doído;polas críticas;41;D;subject;ungrammatical;mismatch;confirmoulle;masc;estar;Ela confirmoulle a ela estar aínda doído polas críticas.
41;E;Abel;impediulle;a;Adolfo;estar;aínda;doído;polas críticas;41;E;object;grammatical;match;impediulle;masc;estar;El impediulle a el estar aínda doído polas críticas.
41;F;Rebeca;impediulle;a;Adolfo;estar;aínda;doído;polas críticas;41;F;object;grammatical;mismatch;impediulle;masc;estar;Ela impediulle a el estar aínda doído polas críticas.
41;G;Abel;impediulle;a;Almudena;estar;aínda;doído;polas críticas;41;G;object;ungrammatical;match;impediulle;masc;estar;El impediulle a ela estar aínda doído polas críticas.
41;H;Rebeca;impediulle;a;Almudena;estar;aínda;doído;polas críticas;41;H;object;ungrammatical;mismatch;impediulle;masc;estar;Ela impediulle a ela estar aínda doído polas críticas.
42;A;Mireia;desmentiulle;a;Felisa;estar;sempre;descontenta;cos resultados;42;A;subject;grammatical;match;desmentiulle;fem;estar;Ela desmentiulle a ela estar sempre descontenta cos resultados.
42;B;Mireia;desmentiulle;a;Benito;estar;sempre;descontenta;cos resultados;42;B;subject;grammatical;mismatch;desmentiulle;fem;estar;Ela desmentiulle a el estar sempre descontenta cos resultados.
42;C;Íñigo;desmentiulle;a;Felisa;estar;sempre;descontenta;cos resultados;42;C;subject;ungrammatical;match;desmentiulle;fem;estar;El desmentiulle a ela estar sempre descontenta cos resultados.
42;D;Íñigo;desmentiulle;a;Benito;estar;sempre;descontenta;cos resultados;42;D;subject;ungrammatical;mismatch;desmentiulle;fem;estar;El desmentiulle a el estar sempre descontenta cos resultados.
42;E;Mireia;prohibiulle;a;Felisa;estar;sempre;descontenta;cos resultados;42;E;object;grammatical;match;prohibiulle;fem;estar;Ela prohibiulle a ela estar sempre descontenta cos resultados.
42;F;Íñigo;prohibiulle;a;Felisa;estar;sempre;descontenta;cos resultados;42;F;object;grammatical;mismatch;prohibiulle;fem;estar;El prohibiulle a ela estar sempre descontenta cos resultados.
42;G;Mireia;prohibiulle;a;Benito;estar;sempre;descontenta;cos resultados;42;G;object;ungrammatical;match;prohibiulle;fem;estar;Ela prohibiulle a el estar sempre descontenta cos resultados.
42;H;Íñigo;prohibiulle;a;Benito;estar;sempre;descontenta;cos resultados;42;H;object;ungrammatical;mismatch;prohibiulle;fem;estar;El prohibiulle a el estar sempre descontenta cos resultados.
43;A;Darío;xuroulle;a;Isidro;estar;moito máis;concienciado;co medioambiente;43;A;subject;grammatical;match;xuroulle;masc;estar;El xuroulle a el estar moito máis concienciado co medioambiente.
43;B;Darío;xuroulle;a;Nieves;estar;moito máis;concienciado;co medioambiente;43;B;subject;grammatical;mismatch;xuroulle;masc;estar;El xuroulle a ela estar moito máis concienciado co medioambiente.
43;C;Noemí;xuroulle;a;Isidro;estar;moito máis;concienciado;co medioambiente;43;C;subject;ungrammatical;match;xuroulle;masc;estar;Ela xuroulle a el estar moito máis concienciado co medioambiente.
43;D;Noemí;xuroulle;a;Nieves;estar;moito máis;concienciado;co medioambiente;43;D;subject;ungrammatical;mismatch;xuroulle;masc;estar;Ela xuroulle a ela estar moito máis concienciado co medioambiente.
43;E;Darío;esixiulle;a;Isidro;estar;moito máis;concienciado;co medioambiente;43;E;object;grammatical;match;esixiulle;masc;estar;El esixiulle a el estar moito máis concienciado co medioambiente.
43;F;Noemí;esixiulle;a;Isidro;estar;moito máis;concienciado;co medioambiente;43;F;object;grammatical;mismatch;esixiulle;masc;estar;Ela esixiulle a el estar moito máis concienciado co medioambiente.
43;G;Darío;esixiulle;a;Nieves;estar;moito máis;concienciado;co medioambiente;43;G;object;ungrammatical;match;esixiulle;masc;estar;El esixiulle a ela estar moito máis concienciado co medioambiente.
43;H;Noemí;esixiulle;a;Nieves;estar;moito máis;concienciado;co medioambiente;43;H;object;ungrammatical;mismatch;esixiulle;masc;estar;Ela esixiulle a ela estar moito máis concienciado co medioambiente.
44;A;Adela;aseguroulle;a;Tania;estar;totalmente;centrada;nos obxectivos;44;A;subject;grammatical;match;aseguroulle;fem;estar;Ela aseguroulle a ela estar totalmente centrada nos obxectivos.
44;B;Adela;aseguroulle;a;Israel;estar;totalmente;centrada;nos obxectivos;44;B;subject;grammatical;mismatch;aseguroulle;fem;estar;Ela aseguroulle a el estar totalmente centrada nos obxectivos.
44;C;Gerardo;aseguroulle;a;Tania;estar;totalmente;centrada;nos obxectivos;44;C;subject;ungrammatical;match;aseguroulle;fem;estar;El aseguroulle a ela estar totalmente centrada nos obxectivos.
44;D;Gerardo;aseguroulle;a;Israel;estar;totalmente;centrada;nos obxectivos;44;D;subject;ungrammatical;mismatch;aseguroulle;fem;estar;El aseguroulle a el estar totalmente centrada nos obxectivos.
44;E;Adela;ordenoulle;a;Tania;estar;totalmente;centrada;nos obxectivos;44;E;object;grammatical;match;ordenoulle;fem;estar;Ela ordenoulle a ela estar totalmente centrada nos obxectivos.
44;F;Gerardo;ordenoulle;a;Tania;estar;totalmente;centrada;nos obxectivos;44;F;object;grammatical;mismatch;ordenoulle;fem;estar;El ordenoulle a ela estar totalmente centrada nos obxectivos.
44;G;Adela;ordenoulle;a;Israel;estar;totalmente;centrada;nos obxectivos;44;G;object;ungrammatical;match;ordenoulle;fem;estar;Ela ordenoulle a el estar totalmente centrada nos obxectivos.
44;H;Gerardo;ordenoulle;a;Israel;estar;totalmente;centrada;nos obxectivos;44;H;object;ungrammatical;mismatch;ordenoulle;fem;estar;El ordenoulle a el estar totalmente centrada nos obxectivos.
45;A;Omar;confesoulle;a;Bruno;estar;un pouco;ofendido;ante as críticas;45;A;subject;grammatical;match;confesoulle;masc;estar;El confesoulle a el estar un pouco ofendido ante as críticas.
45;B;Omar;confesoulle;a;Valeria;estar;un pouco;ofendido;ante as críticas;45;B;subject;grammatical;mismatch;confesoulle;masc;estar;El confesoulle a ela estar un pouco ofendido ante as críticas.
45;C;Emma;confesoulle;a;Bruno;estar;un pouco;ofendido;ante as críticas;45;C;subject;ungrammatical;match;confesoulle;masc;estar;Ela confesoulle a el estar un pouco ofendido ante as críticas.
45;D;Emma;confesoulle;a;Valeria;estar;un pouco;ofendido;ante as críticas;45;D;subject;ungrammatical;mismatch;confesoulle;masc;estar;Ela confesoulle a ela estar un pouco ofendido ante as críticas.
45;E;Omar;permitiulle;a;Bruno;estar;un pouco;ofendido;ante as críticas;45;E;object;grammatical;match;permitiulle;masc;estar;El permitiulle a el estar un pouco ofendido ante as críticas.
45;F;Emma;permitiulle;a;Bruno;estar;un pouco;ofendido;ante as críticas;45;F;object;grammatical;mismatch;permitiulle;masc;estar;Ela permitiulle a el estar un pouco ofendido ante as críticas.
45;G;Omar;permitiulle;a;Valeria;estar;un pouco;ofendido;ante as críticas;45;G;object;ungrammatical;match;permitiulle;masc;estar;El permitiulle a ela estar un pouco ofendido ante as críticas.
45;H;Emma;permitiulle;a;Valeria;estar;un pouco;ofendido;ante as críticas;45;H;object;ungrammatical;mismatch;permitiulle;masc;estar;Ela permitiulle a ela estar un pouco ofendido ante as críticas.
46;A;Amalia;expresoulle;a;Diana;estar;máis;tranquila;tralas vacacións;46;A;subject;grammatical;match;expresoulle;fem;estar;Ela expresoulle a ela estar máis tranquila tralas vacacións.
46;B;Amalia;expresoulle;a;Eloy;estar;máis;tranquila;tralas vacacións;46;B;subject;grammatical;mismatch;expresoulle;fem;estar;Ela expresoulle a el estar máis tranquila tralas vacacións.
46;C;Federico;expresoulle;a;Diana;estar;máis;tranquila;tralas vacacións;46;C;subject;ungrammatical;match;expresoulle;fem;estar;El expresoulle a ela estar máis tranquila tralas vacacións.
46;D;Federico;expresoulle;a;Eloy;estar;máis;tranquila;tralas vacacións;46;D;subject;ungrammatical;mismatch;expresoulle;fem;estar;El expresoulle a el estar máis tranquila tralas vacacións.
46;E;Amalia;encargoulle;a;Diana;estar;máis;tranquila;tralas vacacións;46;E;object;grammatical;match;encargoulle;fem;estar;Ela encargoulle a ela estar máis tranquila tralas vacacións.
46;F;Federico;encargoulle;a;Diana;estar;máis;tranquila;tralas vacacións;46;F;object;grammatical;mismatch;encargoulle;fem;estar;El encargoulle a ela estar máis tranquila tralas vacacións.
46;G;Amalia;encargoulle;a;Eloy;estar;máis;tranquila;tralas vacacións;46;G;object;ungrammatical;match;encargoulle;fem;estar;Ela encargoulle a el estar máis tranquila tralas vacacións.
46;H;Federico;encargoulle;a;Eloy;estar;máis;tranquila;tralas vacacións;46;H;object;ungrammatical;mismatch;encargoulle;fem;estar;El encargoulle a el estar máis tranquila tralas vacacións.
47;A;Fermín;declaroulle;a;Benjamín;estar;absolutamente;arrepentido;das mentiras;47;A;subject;grammatical;match;declaroulle;masc;estar;El declaroulle a el estar absolutamente arrepentido das mentiras.
47;B;Fermín;declaroulle;a;Amelia;estar;absolutamente;arrepentido;das mentiras;47;B;subject;grammatical;mismatch;declaroulle;masc;estar;El declaroulle a ela estar absolutamente arrepentido das mentiras.
47;C;Carlota;declaroulle;a;Benjamín;estar;absolutamente;arrepentido;das mentiras;47;C;subject;ungrammatical;match;declaroulle;masc;estar;Ela declaroulle a el estar absolutamente arrepentido das mentiras.
47;D;Carlota;declaroulle;a;Amelia;estar;absolutamente;arrepentido;das mentiras;47;D;subject;ungrammatical;mismatch;declaroulle;masc;estar;Ela declaroulle a ela estar absolutamente arrepentido das mentiras.
47;E;Fermín;mandoulle;a;Benjamín;estar;absolutamente;arrepentido;das mentiras;47;E;object;grammatical;match;mandoulle;masc;estar;El mandoulle a el estar absolutamente arrepentido das mentiras.
47;F;Carlota;mandoulle;a;Benjamín;estar;absolutamente;arrepentido;das mentiras;47;F;object;grammatical;mismatch;mandoulle;masc;estar;Ela mandoulle a el estar absolutamente arrepentido das mentiras.
47;G;Fermín;mandoulle;a;Amelia;estar;absolutamente;arrepentido;das mentiras;47;G;object;ungrammatical;match;mandoulle;masc;estar;El mandoulle a ela estar absolutamente arrepentido das mentiras.
47;H;Carlota;mandoulle;a;Amelia;estar;absolutamente;arrepentido;das mentiras;47;H;object;ungrammatical;mismatch;mandoulle;masc;estar;Ela mandoulle a ela estar absolutamente arrepentido das mentiras.
48;A;Aitana;manifestoulle;a;Noa;estar;lixeiramente;molesta;coa situación;48;A;subject;grammatical;match;manifestoulle;fem;estar;Ela manifestoulle a ela estar lixeiramente molesta coa situación.
48;B;Aitana;manifestoulle;a;Matías;estar;lixeiramente;molesta;coa situación;48;B;subject;grammatical;mismatch;manifestoulle;fem;estar;Ela manifestoulle a el estar lixeiramente molesta coa situación.
48;C;Elías;manifestoulle;a;Noa;estar;lixeiramente;molesta;coa situación;48;C;subject;ungrammatical;match;manifestoulle;fem;estar;El manifestoulle a ela estar lixeiramente molesta coa situación.
48;D;Elías;manifestoulle;a;Matías;estar;lixeiramente;molesta;coa situación;48;D;subject;ungrammatical;mismatch;manifestoulle;fem;estar;El manifestoulle a el estar lixeiramente molesta coa situación.
48;E;Aitana;consentiulle;a;Noa;estar;lixeiramente;molesta;coa situación;48;E;object;grammatical;match;consentiulle;fem;estar;Ela consentiulle a ela estar lixeiramente molesta coa situación.
48;F;Elías;consentiulle;a;Noa;estar;lixeiramente;molesta;coa situación;48;F;object;grammatical;mismatch;consentiulle;fem;estar;El consentiulle a ela estar lixeiramente molesta coa situación.
48;G;Aitana;consentiulle;a;Matías;estar;lixeiramente;molesta;coa situación;48;G;object;ungrammatical;match;consentiulle;fem;estar;Ela consentiulle a el estar lixeiramente molesta coa situación.
48;H;Elías;consentiulle;a;Matías;estar;lixeiramente;molesta;coa situación;48;H;object;ungrammatical;mismatch;consentiulle;fem;estar;El consentiulle a el estar lixeiramente molesta coa situación.
49;A;Amelia;reveloulle;a;Carlota;estar;así de;indignada;polo sucedido;49;A;subject;grammatical;match;reveloulle;fem;estar;Ela reveloulle a ela estar así de indignada polo sucedido.
49;B;Amelia;reveloulle;a;Fermín;estar;así de;indignada;polo sucedido;49;B;subject;grammatical;mismatch;reveloulle;fem;estar;Ela reveloulle a el estar así de indignada polo sucedido.
49;C;Benjamín;reveloulle;a;Carlota;estar;así de;indignada;polo sucedido;49;C;subject;ungrammatical;match;reveloulle;fem;estar;El reveloulle a ela estar así de indignada polo sucedido.
49;D;Benjamín;reveloulle;a;Fermín;estar;así de;indignada;polo sucedido;49;D;subject;ungrammatical;mismatch;reveloulle;fem;estar;El reveloulle a el estar así de indignada polo sucedido.
49;E;Amelia;impediulle;a;Carlota;estar;así de;indignada;polo sucedido;49;E;object;grammatical;match;impediulle;fem;estar;Ela impediulle a ela estar así de indignada polo sucedido.
49;F;Benjamín;impediulle;a;Carlota;estar;así de;indignada;polo sucedido;49;F;object;grammatical;mismatch;impediulle;fem;estar;El impediulle a ela estar así de indignada polo sucedido.
49;G;Amelia;impediulle;a;Fermín;estar;así de;indignada;polo sucedido;49;G;object;ungrammatical;match;impediulle;fem;estar;Ela impediulle a el estar así de indignada polo sucedido.
49;H;Benjamín;impediulle;a;Fermín;estar;así de;indignada;polo sucedido;49;H;object;ungrammatical;mismatch;impediulle;fem;estar;El impediulle a el estar así de indignada polo sucedido.
50;A;Javier;aseguroulle;a;Juan;estar;un pouco;cohibido;tralo incidente;50;A;subject;grammatical;match;aseguroulle;masc;estar;El aseguroulle a el estar un pouco cohibido tralo incidente.
50;B;Javier;aseguroulle;a;Ana;estar;un pouco;cohibido;tralo incidente;50;B;subject;grammatical;mismatch;aseguroulle;masc;estar;El aseguroulle a ela estar un pouco cohibido tralo incidente.
50;C;Cristina;aseguroulle;a;Juan;estar;un pouco;cohibido;tralo incidente;50;C;subject;ungrammatical;match;aseguroulle;masc;estar;Ela aseguroulle a el estar un pouco cohibido tralo incidente.
50;D;Cristina;aseguroulle;a;Ana;estar;un pouco;cohibido;tralo incidente;50;D;subject;ungrammatical;mismatch;aseguroulle;masc;estar;Ela aseguroulle a ela estar un pouco cohibido tralo incidente.
50;E;Javier;consentiulle;a;Juan;estar;un pouco;cohibido;tralo incidente;50;E;object;grammatical;match;consentiulle;masc;estar;El consentiulle a el estar un pouco cohibido tralo incidente.
50;F;Cristina;consentiulle;a;Juan;estar;un pouco;cohibido;tralo incidente;50;F;object;grammatical;mismatch;consentiulle;masc;estar;Ela consentiulle a el estar un pouco cohibido tralo incidente.
50;G;Javier;consentiulle;a;Ana;estar;un pouco;cohibido;tralo incidente;50;G;object;ungrammatical;match;consentiulle;masc;estar;El consentiulle a ela estar un pouco cohibido tralo incidente.
50;H;Cristina;consentiulle;a;Ana;estar;un pouco;cohibido;tralo incidente;50;H;object;ungrammatical;mismatch;consentiulle;masc;estar;Ela consentiulle a ela estar un pouco cohibido tralo incidente.
51;A;Antonia;confesoulle;a;Marta;estar;un pouco;relaxada;cos estudios;51;A;subject;grammatical;match;confesoulle;fem;estar;Ela confesoulle a ela estar un pouco relaxada cos estudios.
51;B;Antonia;confesoulle;a;Daniel;estar;un pouco;relaxada;cos estudios;51;B;subject;grammatical;mismatch;confesoulle;fem;estar;Ela confesoulle a el estar un pouco relaxada cos estudios.
51;C;Jesús;confesoulle;a;Marta;estar;un pouco;relaxada;cos estudios;51;C;subject;ungrammatical;match;confesoulle;fem;estar;El confesoulle a ela estar un pouco relaxada cos estudios.
51;D;Jesús;confesoulle;a;Daniel;estar;un pouco;relaxada;cos estudios;51;D;subject;ungrammatical;mismatch;confesoulle;fem;estar;El confesoulle a el estar un pouco relaxada cos estudios.
51;E;Antonia;permitiulle;a;Marta;estar;un pouco;relaxada;cos estudios;51;E;object;grammatical;match;permitiulle;fem;estar;Ela permitiulle a ela estar un pouco relaxada cos estudios.
51;F;Jesús;permitiulle;a;Marta;estar;un pouco;relaxada;cos estudios;51;F;object;grammatical;mismatch;permitiulle;fem;estar;El permitiulle a ela estar un pouco relaxada cos estudios.
51;G;Antonia;permitiulle;a;Daniel;estar;un pouco;relaxada;cos estudios;51;G;object;ungrammatical;match;permitiulle;fem;estar;Ela permitiulle a el estar un pouco relaxada cos estudios.
51;H;Jesús;permitiulle;a;Daniel;estar;un pouco;relaxada;cos estudios;51;H;object;ungrammatical;mismatch;permitiulle;fem;estar;El permitiulle a el estar un pouco relaxada cos estudios.
52;A;David;manifestoulle;a;Francisco;estar;moi;ansioso;pola visita;52;A;subject;grammatical;match;manifestoulle;masc;estar;El manifestoulle a el estar moi ansioso pola visita.
52;B;David;manifestoulle;a;Isabel;estar;moi;ansioso;pola visita;52;B;subject;grammatical;mismatch;manifestoulle;masc;estar;El manifestoulle a ela estar moi ansioso pola visita.
52;C;Laura;manifestoulle;a;Francisco;estar;moi;ansioso;pola visita;52;C;subject;ungrammatical;match;manifestoulle;masc;estar;Ela manifestoulle a el estar moi ansioso pola visita.
52;D;Laura;manifestoulle;a;Isabel;estar;moi;ansioso;pola visita;52;D;subject;ungrammatical;mismatch;manifestoulle;masc;estar;Ela manifestoulle a ela estar moi ansioso pola visita.
52;E;David;recriminoulle;a;Francisco;estar;moi;ansioso;pola visita;52;E;object;grammatical;match;recriminoulle;masc;estar;El recriminoulle a el estar moi ansioso pola visita.
52;F;Laura;recriminoulle;a;Francisco;estar;moi;ansioso;pola visita;52;F;object;grammatical;mismatch;recriminoulle;masc;estar;Ela recriminoulle a el estar moi ansioso pola visita.
52;G;David;recriminoulle;a;Isabel;estar;moi;ansioso;pola visita;52;G;object;ungrammatical;match;recriminoulle;masc;estar;El recriminoulle a ela estar moi ansioso pola visita.
52;H;Laura;recriminoulle;a;Isabel;estar;moi;ansioso;pola visita;52;H;object;ungrammatical;mismatch;recriminoulle;masc;estar;Ela recriminoulle a ela estar moi ansioso pola visita.
53;A;Noa;confirmoulle;a;Aitana;estar;pouco;entusiasmada;coa voda;53;A;subject;grammatical;match;confirmoulle;fem;estar;Ela confirmoulle a ela estar pouco entusiasmada coa voda.
53;B;Noa;confirmoulle;a;Elías;estar;pouco;entusiasmada;coa voda;53;B;subject;grammatical;mismatch;confirmoulle;fem;estar;Ela confirmoulle a el estar pouco entusiasmada coa voda.
53;C;Matías;confirmoulle;a;Aitana;estar;pouco;entusiasmada;coa voda;53;C;subject;ungrammatical;match;confirmoulle;fem;estar;El confirmoulle a ela estar pouco entusiasmada coa voda.
53;D;Matías;confirmoulle;a;Elías;estar;pouco;entusiasmada;coa voda;53;D;subject;ungrammatical;mismatch;confirmoulle;fem;estar;El confirmoulle a el estar pouco entusiasmada coa voda.
53;E;Noa;reprochoulle;a;Aitana;estar;pouco;entusiasmada;coa voda;53;E;object;grammatical;match;reprochoulle;fem;estar;Ela reprochoulle a ela estar pouco entusiasmada coa voda.
53;F;Matías;reprochoulle;a;Aitana;estar;pouco;entusiasmada;coa voda;53;F;object;grammatical;mismatch;reprochoulle;fem;estar;El reprochoulle a ela estar pouco entusiasmada coa voda.
53;G;Noa;reprochoulle;a;Elías;estar;pouco;entusiasmada;coa voda;53;G;object;ungrammatical;match;reprochoulle;fem;estar;Ela reprochoulle a el estar pouco entusiasmada coa voda.
53;H;Matías;reprochoulle;a;Elías;estar;pouco;entusiasmada;coa voda;53;H;object;ungrammatical;mismatch;reprochoulle;fem;estar;El reprochoulle a el estar pouco entusiasmada coa voda.
54;A;Diego;expresoulle;a;Álvaro;estar;algo máis;contento;co persoal;54;A;subject;grammatical;match;expresoulle;masc;estar;El expresoulle a el estar algo máis contento co persoal.
54;B;Diego;expresoulle;a;Nuria;estar;algo máis;contento;co persoal;54;B;subject;grammatical;mismatch;expresoulle;masc;estar;El expresoulle a ela estar algo máis contento co persoal.
54;C;Julia;expresoulle;a;Álvaro;estar;algo máis;contento;co persoal;54;C;subject;ungrammatical;match;expresoulle;masc;estar;Ela expresoulle a el estar algo máis contento co persoal.
54;D;Julia;expresoulle;a;Nuria;estar;algo máis;contento;co persoal;54;D;subject;ungrammatical;mismatch;expresoulle;masc;estar;Ela expresoulle a ela estar algo máis contento co persoal.
54;E;Diego;recomendoulle;a;Álvaro;estar;algo máis;contento;co persoal;54;E;object;grammatical;match;recomendoulle;masc;estar;El recomendoulle a el estar algo máis contento co persoal.
54;F;Julia;recomendoulle;a;Álvaro;estar;algo máis;contento;co persoal;54;F;object;grammatical;mismatch;recomendoulle;masc;estar;Ela recomendoulle a el estar algo máis contento co persoal.
54;G;Diego;recomendoulle;a;Nuria;estar;algo máis;contento;co persoal;54;G;object;ungrammatical;match;recomendoulle;masc;estar;El recomendoulle a ela estar algo máis contento co persoal.
54;H;Julia;recomendoulle;a;Nuria;estar;algo máis;contento;co persoal;54;H;object;ungrammatical;mismatch;recomendoulle;masc;estar;Ela recomendoulle a ela estar algo máis contento co persoal.
55;A;Paula;declaroulle;a;Sara;estar;totalmente;segura;da decisión;55;A;subject;grammatical;match;declaroulle;fem;estar;Ela declaroulle a ela estar totalmente segura da decisión.
55;B;Paula;declaroulle;a;Miguel;estar;totalmente;segura;da decisión;55;B;subject;grammatical;mismatch;declaroulle;fem;estar;Ela declaroulle a el estar totalmente segura da decisión.
