item;cond;NP1;le;C.VB;A;NP2;inf;ADV;ADJ;PP;item;cond;control;grammaticality;distractor;control_verb;adj_gender;infinitive;sentence
36;C;Begoña;le;manifestó;a;Cristóbal;ser;un poco;anárquico;con las normas;36;C;subject;ungrammatical;match;manifestó;masc;ser;Begoña le manifestó a Cristóbal ser un poco anárquico con las normas.
36;D;Begoña;le;manifestó;a;Blanca;ser;un poco;anárquico;con las normas;36;D;subject;ungrammatical;mismatch;manifestó;masc;ser;Begoña le manifestó a Blanca ser un poco anárquico con las normas.
36;E;Esteban;le;consintió;a;Cristóbal;ser;un poco;anárquico;con las normas;36;E;object;grammatical;match;consintió;masc;ser;Esteban le consintió a Cristóbal ser un poco anárquico con las normas.
36;F;Begoña;le;consintió;a;Cristóbal;ser;un poco;anárquico;con las normas;36;F;object;grammatical;mismatch;consintió;masc;ser;Begoña le consintió a Cristóbal ser un poco anárquico con las normas.
36;G;Esteban;le;consintió;a;Blanca;ser;un poco;anárquico;con las normas;36;G;object;ungrammatical;match;consintió;masc;ser;Esteban le consintió a Blanca ser un poco anárquico con las normas.
36;H;Begoña;le;consintió;a;Blanca;ser;un poco;anárquico;con las normas;36;H;object;ungrammatical;mismatch;consintió;masc;ser;Begoña le consintió a Blanca ser un poco anárquico con las normas.
37;A;Arturo;le;prometió;a;Borja;estar;más;preocupado;por la salud;37;A;subject;grammatical;match;prometió;masc;estar;Arturo le prometió a Borja estar más preocupado por la salud.
37;B;Arturo;le;prometió;a;Elisa;estar;más;preocupado;por la salud;37;B;subject;grammatical;mismatch;prometió;masc;estar;Arturo le prometió a Elisa estar más preocupado por la salud.
37;C;Estefanía;le;prometió;a;Borja;estar;más;preocupado;por la salud;37;C;subject;ungrammatical;match;prometió;masc;estar;Estefanía le prometió a Borja estar más preocupado por la salud.
37;D;Estefanía;le;prometió;a;Elisa;estar;más;preocupado;por la salud;37;D;subject;ungrammatical;mismatch;prometió;masc;estar;Estefanía le prometió a Elisa estar más preocupado por la salud.
37;E;Arturo;le;aconsejó;a;Borja;estar;más;preocupado;por la salud;37;E;object;grammatical;match;aconsejó;masc;estar;Arturo le aconsejó a Borja estar más preocupado por la salud.
37;F;Estefanía;le;aconsejó;a;Borja;estar;más;preocupado;por la salud;37;F;object;grammatical;mismatch;aconsejó;masc;estar;Estefanía le aconsejó a Borja estar más preocupado por la salud.
37;G;Arturo;le;aconsejó;a;Elisa;estar;más;preocupado;por la salud;37;G;object;ungrammatical;match;aconsejó;masc;estar;Arturo le aconsejó a Elisa estar más preocupado por la salud.
37;H;Estefanía;le;aconsejó;a;Elisa;estar;más;preocupado;por la salud;37;H;object;ungrammatical;mismatch;aconsejó;masc;estar;Estefanía le aconsejó a Elisa estar más preocupado por la salud.
38;A;Araceli;le;reconoció;a;Matilde;estar;muy poco;interesada;en la política;38;A;subject;grammatical;match;reconoció;fem;estar;Araceli le reconoció a Matilde estar muy poco interesada en la política.
38;B;Araceli;le;reconoció;a;Mateo;estar;muy poco;interesada;en la política;38;B;subject;grammatical;mismatch;reconoció;fem;estar;Araceli le reconoció a Mateo estar muy poco interesada en la política.
38;C;Eugenio;le;reconoció;a;Matilde;estar;muy poco;interesada;en la política;38;C;subject;ungrammatical;match;reconoció;fem;estar;Eugenio le reconoció a Matilde estar muy poco interesada en la política.
38;D;Eugenio;le;reconoció;a;Mateo;estar;muy poco;interesada;en la política;38;D;subject;ungrammatical;mismatch;reconoció;fem;estar;Eugenio le reconoció a Mateo estar muy poco interesada en la política.
38;E;Araceli;le;recriminó;a;Matilde;estar;muy poco;interesada;en la política;38;E;object;grammatical;match;recriminó;fem;estar;Araceli le recriminó a Matilde estar muy poco interesada en la política.
38;F;Eugenio;le;recriminó;a;Matilde;estar;muy poco;interesada;en la política;38;F;object;grammatical;mismatch;recriminó;fem;estar;Eugenio le recriminó a Matilde estar muy poco interesada en la política.
38;G;Araceli;le;recriminó;a;Mateo;estar;muy poco;interesada;en la política;38;G;object;ungrammatical;match;recriminó;fem;estar;Araceli le recriminó a Mateo estar muy poco interesada en la política.
38;H;Eugenio;le;recriminó;a;Mateo;estar;muy poco;interesada;en la política;38;H;object;ungrammatical;mismatch;recriminó;fem;estar;Eugenio le recriminó a Mateo estar muy poco interesada en la política.
39;A;Isaac;le;reveló;a;Germán;estar;todavía;deprimido;por la ruptura;39;A;subject;grammatical;match;reveló;masc;estar;Isaac le reveló a Germán estar todavía deprimido por la ruptura.
39;B;Isaac;le;reveló;a;Elvira;estar;todavía;deprimido;por la ruptura;39;B;subject;grammatical;mismatch;reveló;masc;estar;Isaac le reveló a Elvira estar todavía deprimido por la ruptura.
39;C;Belén;le;reveló;a;Germán;estar;todavía;deprimido;por la ruptura;39;C;subject;ungrammatical;match;reveló;masc;estar;Belén le reveló a Germán estar todavía deprimido por la ruptura.
39;D;Belén;le;reveló;a;Elvira;estar;todavía;deprimido;por la ruptura;39;D;subject;ungrammatical;mismatch;reveló;masc;estar;Belén le reveló a Elvira estar todavía deprimido por la ruptura.
39;E;Isaac;le;reprochó;a;Germán;estar;todavía;deprimido;por la ruptura;39;E;object;grammatical;match;reprochó;masc;estar;Isaac le reprochó a Germán estar todavía deprimido por la ruptura.
39;F;Belén;le;reprochó;a;Germán;estar;todavía;deprimido;por la ruptura;39;F;object;grammatical;mismatch;reprochó;masc;estar;Belén le reprochó a Germán estar todavía deprimido por la ruptura.
39;G;Isaac;le;reprochó;a;Elvira;estar;todavía;deprimido;por la ruptura;39;G;object;ungrammatical;match;reprochó;masc;estar;Isaac le reprochó a Elvira estar todavía deprimido por la ruptura.
39;H;Belén;le;reprochó;a;Elvira;estar;todavía;deprimido;por la ruptura;39;H;object;ungrammatical;mismatch;reprochó;masc;estar;Belén le reprochó a Elvira estar todavía deprimido por la ruptura.
40;A;Tamara;le;garantizó;a;Paloma;estar;menos;agresiva;en el debate;40;A;subject;grammatical;match;garantizó;fem;estar;Tamara le garantizó a Paloma estar menos agresiva en el debate.
40;B;Tamara;le;garantizó;a;Asier;estar;menos;agresiva;en el debate;40;B;subject;grammatical;mismatch;garantizó;fem;estar;Tamara le garantizó a Asier estar menos agresiva en el debate.
40;C;Valentín;le;garantizó;a;Paloma;estar;menos;agresiva;en el debate;40;C;subject;ungrammatical;match;garantizó;fem;estar;Valentín le garantizó a Paloma estar menos agresiva en el debate.
40;D;Valentín;le;garantizó;a;Asier;estar;menos;agresiva;en el debate;40;D;subject;ungrammatical;mismatch;garantizó;fem;estar;Valentín le garantizó a Asier estar menos agresiva en el debate.
40;E;Tamara;le;recomendó;a;Paloma;estar;menos;agresiva;en el debate;40;E;object;grammatical;match;recomendó;fem;estar;Tamara le recomendó a Paloma estar menos agresiva en el debate.
40;F;Valentín;le;recomendó;a;Paloma;estar;menos;agresiva;en el debate;40;F;object;grammatical;mismatch;recomendó;fem;estar;Valentín le recomendó a Paloma estar menos agresiva en el debate.
40;G;Tamara;le;recomendó;a;Asier;estar;menos;agresiva;en el debate;40;G;object;ungrammatical;match;recomendó;fem;estar;Tamara le recomendó a Asier estar menos agresiva en el debate.
40;H;Valentín;le;recomendó;a;Asier;estar;menos;agresiva;en el debate;40;H;object;ungrammatical;mismatch;recomendó;fem;estar;Valentín le recomendó a Asier estar menos agresiva en el debate.
41;A;Abel;le;confirmó;a;Adolfo;estar;todavía;dolido;por las críticas;41;A;subject;grammatical;match;confirmó;masc;estar;Abel le confirmó a Adolfo estar todavía dolido por las críticas.
41;B;Abel;le;confirmó;a;Almudena;estar;todavía;dolido;por las críticas;41;B;subject;grammatical;mismatch;confirmó;masc;estar;Abel le confirmó a Almudena estar todavía dolido por las críticas.
41;C;Rebeca;le;confirmó;a;Adolfo;estar;todavía;dolido;por las críticas;41;C;subject;ungrammatical;match;confirmó;masc;estar;Rebeca le confirmó a Adolfo estar todavía dolido por las críticas.
41;D;Rebeca;le;confirmó;a;Almudena;estar;todavía;dolido;por las críticas;41;D;subject;ungrammatical;mismatch;confirmó;masc;estar;Rebeca le confirmó a Almudena estar todavía dolido por las críticas.
41;E;Abel;le;impidió;a;Adolfo;estar;todavía;dolido;por las críticas;41;E;object;grammatical;match;impidió;masc;estar;Abel le impidió a Adolfo estar todavía dolido por las críticas.
41;F;Rebeca;le;impidió;a;Adolfo;estar;todavía;dolido;por las críticas;41;F;object;grammatical;mismatch;impidió;masc;estar;Rebeca le impidió a Adolfo estar todavía dolido por las críticas.
41;G;Abel;le;impidió;a;Almudena;estar;todavía;dolido;por las críticas;41;G;object;ungrammatical;match;impidió;masc;estar;Abel le impidió a Almudena estar todavía dolido por las críticas.
41;H;Rebeca;le;impidió;a;Almudena;estar;todavía;dolido;por las críticas;41;H;object;ungrammatical;mismatch;impidió;masc;estar;Rebeca le impidió a Almudena estar todavía dolido por las críticas.
42;A;Mireia;le;desmintió;a;Felisa;estar;siempre;descontenta;con los resultados;42;A;subject;grammatical;match;desmintió;fem;estar;Mireia le desmintió a Felisa estar siempre descontenta con los resultados.
42;B;Mireia;le;desmintió;a;Benito;estar;siempre;descontenta;con los resultados;42;B;subject;grammatical;mismatch;desmintió;fem;estar;Mireia le desmintió a Benito estar siempre descontenta con los resultados.
42;C;Íñigo;le;desmintió;a;Felisa;estar;siempre;descontenta;con los resultados;42;C;subject;ungrammatical;match;desmintió;fem;estar;Íñigo le desmintió a Felisa estar siempre descontenta con los resultados.
42;D;Íñigo;le;desmintió;a;Benito;estar;siempre;descontenta;con los resultados;42;D;subject;ungrammatical;mismatch;desmintió;fem;estar;Íñigo le desmintió a Benito estar siempre descontenta con los resultados.
42;E;Mireia;le;prohibió;a;Felisa;estar;siempre;descontenta;con los resultados;42;E;object;grammatical;match;prohibió;fem;estar;Mireia le prohibió a Felisa estar siempre descontenta con los resultados.
42;F;Íñigo;le;prohibió;a;Felisa;estar;siempre;descontenta;con los resultados;42;F;object;grammatical;mismatch;prohibió;fem;estar;Íñigo le prohibió a Felisa estar siempre descontenta con los resultados.
42;G;Mireia;le;prohibió;a;Benito;estar;siempre;descontenta;con los resultados;42;G;object;ungrammatical;match;prohibió;fem;estar;Mireia le prohibió a Benito estar siempre descontenta con los resultados.
42;H;Íñigo;le;prohibió;a;Benito;estar;siempre;descontenta;con los resultados;42;H;object;ungrammatical;mismatch;prohibió;fem;estar;Íñigo le prohibió a Benito estar siempre descontenta con los resultados.
43;A;Darío;le;juró;a;Isidro;estar;mucho más;concienciado;con el medioambiente;43;A;subject;grammatical;match;juró;masc;estar;Darío le juró a Isidro estar mucho más concienciado con el medioambiente.
43;B;Darío;le;juró;a;Nieves;estar;mucho más;concienciado;con el medioambiente;43;B;subject;grammatical;mismatch;juró;masc;estar;Darío le juró a Nieves estar mucho más concienciado con el medioambiente.
43;C;Noemí;le;juró;a;Isidro;estar;mucho más;concienciado;con el medioambiente;43;C;subject;ungrammatical;match;juró;masc;estar;Noemí le juró a Isidro estar mucho más concienciado con el medioambiente.
43;D;Noemí;le;juró;a;Nieves;estar;mucho más;concienciado;con el medioambiente;43;D;subject;ungrammatical;mismatch;juró;masc;estar;Noemí le juró a Nieves estar mucho más concienciado con el medioambiente.
43;E;Darío;le;exigió;a;Isidro;estar;mucho más;concienciado;con el medioambiente;43;E;object;grammatical;match;exigió;masc;estar;Darío le exigió a Isidro estar mucho más concienciado con el medioambiente.
43;F;Noemí;le;exigió;a;Isidro;estar;mucho más;concienciado;con el medioambiente;43;F;object;grammatical;mismatch;exigió;masc;estar;Noemí le exigió a Isidro estar mucho más concienciado con el medioambiente.
43;G;Darío;le;exigió;a;Nieves;estar;mucho más;concienciado;con el medioambiente;43;G;object;ungrammatical;match;exigió;masc;estar;Darío le exigió a Nieves estar mucho más concienciado con el medioambiente.
43;H;Noemí;le;exigió;a;Nieves;estar;mucho más;concienciado;con el medioambiente;43;H;object;ungrammatical;mismatch;exigió;masc;estar;Noemí le exigió a Nieves estar mucho más concienciado con el medioambiente.
44;A;Adela;le;aseguró;a;Tania;estar;totalmente;centrada;en los objetivos;44;A;subject;grammatical;match;aseguró;fem;estar;Adela le aseguró a Tania estar totalmente centrada en los objetivos.
44;B;Adela;le;aseguró;a;Israel;estar;totalmente;centrada;en los objetivos;44;B;subject;grammatical;mismatch;aseguró;fem;estar;Adela le aseguró a Israel estar totalmente centrada en los objetivos.
44;C;Gerardo;le;aseguró;a;Tania;estar;totalmente;centrada;en los objetivos;44;C;subject;ungrammatical;match;aseguró;fem;estar;Gerardo le aseguró a Tania estar totalmente centrada en los objetivos.
44;D;Gerardo;le;aseguró;a;Israel;estar;totalmente;centrada;en los objetivos;44;D;subject;ungrammatical;mismatch;aseguró;fem;estar;Gerardo le aseguró a Israel estar totalmente centrada en los objetivos.
44;E;Adela;le;ordenó;a;Tania;estar;totalmente;centrada;en los objetivos;44;E;object;grammatical;match;ordenó;fem;estar;Adela le ordenó a Tania estar totalmente centrada en los objetivos.
44;F;Gerardo;le;ordenó;a;Tania;estar;totalmente;centrada;en los objetivos;44;F;object;grammatical;mismatch;ordenó;fem;estar;Gerardo le ordenó a Tania estar totalmente centrada en los objetivos.
44;G;Adela;le;ordenó;a;Israel;estar;totalmente;centrada;en los objetivos;44;G;object;ungrammatical;match;ordenó;fem;estar;Adela le ordenó a Israel estar totalmente centrada en los objetivos.
44;H;Gerardo;le;ordenó;a;Israel;estar;totalmente;centrada;en los objetivos;44;H;object;ungrammatical;mismatch;ordenó;fem;estar;Gerardo le ordenó a Israel estar totalmente centrada en los objetivos.
45;A;Omar;le;confesó;a;Bruno;estar;un poco;ofendido;ante las críticas;45;A;subject;grammatical;match;confesó;masc;estar;Omar le confesó a Bruno estar un poco ofendido ante las críticas.
45;B;Omar;le;confesó;a;Valeria;estar;un poco;ofendido;ante las críticas;45;B;subject;grammatical;mismatch;confesó;masc;estar;Omar le confesó a Valeria estar un poco ofendido ante las críticas.
45;C;Emma;le;confesó;a;Bruno;estar;un poco;ofendido;ante las críticas;45;C;subject;ungrammatical;match;confesó;masc;estar;Emma le confesó a Bruno estar un poco ofendido ante las críticas.
45;D;Emma;le;confesó;a;Valeria;estar;un poco;ofendido;ante las críticas;45;D;subject;ungrammatical;mismatch;confesó;masc;estar;Emma le confesó a Valeria estar un poco ofendido ante las críticas.
45;E;Omar;le;permitió;a;Bruno;estar;un poco;ofendido;ante las críticas;45;E;object;grammatical;match;permitió;masc;estar;Omar le permitió a Bruno estar un poco ofendido ante las críticas.
45;F;Emma;le;permitió;a;Bruno;estar;un poco;ofendido;ante las críticas;45;F;object;grammatical;mismatch;permitió;masc;estar;Emma le permitió a Bruno estar un poco ofendido ante las críticas.
45;G;Omar;le;permitió;a;Valeria;estar;un poco;ofendido;ante las críticas;45;G;object;ungrammatical;match;permitió;masc;estar;Omar le permitió a Valeria estar un poco ofendido ante las críticas.
45;H;Emma;le;permitió;a;Valeria;estar;un poco;ofendido;ante las críticas;45;H;object;ungrammatical;mismatch;permitió;masc;estar;Emma le permitió a Valeria estar un poco ofendido ante las críticas.
46;A;Amalia;le;expresó;a;Diana;estar;más;tranquila;tras las vacaciones;46;A;subject;grammatical;match;expresó;fem;estar;Amalia le expresó a Diana estar más tranquila tras las vacaciones.
46;B;Amalia;le;expresó;a;Eloy;estar;más;tranquila;tras las vacaciones;46;B;subject;grammatical;mismatch;expresó;fem;estar;Amalia le expresó a Eloy estar más tranquila tras las vacaciones.
46;C;Federico;le;expresó;a;Diana;estar;más;tranquila;tras las vacaciones;46;C;subject;ungrammatical;match;expresó;fem;estar;Federico le expresó a Diana estar más tranquila tras las vacaciones.
46;D;Federico;le;expresó;a;Eloy;estar;más;tranquila;tras las vacaciones;46;D;subject;ungrammatical;mismatch;expresó;fem;estar;Federico le expresó a Eloy estar más tranquila tras las vacaciones.
46;E;Amalia;le;encargó;a;Diana;estar;más;tranquila;tras las vacaciones;46;E;object;grammatical;match;encargó;fem;estar;Amalia le encargó a Diana estar más tranquila tras las vacaciones.
46;F;Federico;le;encargó;a;Diana;estar;más;tranquila;tras las vacaciones;46;F;object;grammatical;mismatch;encargó;fem;estar;Federico le encargó a Diana estar más tranquila tras las vacaciones.
46;G;Amalia;le;encargó;a;Eloy;estar;más;tranquila;tras las vacaciones;46;G;object;ungrammatical;match;encargó;fem;estar;Amalia le encargó a Eloy estar más tranquila tras las vacaciones.
46;H;Federico;le;encargó;a;Eloy;estar;más;tranquila;tras las vacaciones;46;H;object;ungrammatical;mismatch;encargó;fem;estar;Federico le encargó a Eloy estar más tranquila tras las vacaciones.
47;A;Fermín;le;declaró;a;Benjamín;estar;absolutamente;arrepentido;de las mentiras;47;A;subject;grammatical;match;declaró;masc;estar;Fermín le declaró a Benjamín estar absolutamente arrepentido de las mentiras.
47;B;Fermín;le;declaró;a;Amelia;estar;absolutamente;arrepentido;de las mentiras;47;B;subject;grammatical;mismatch;declaró;masc;estar;Fermín le declaró a Amelia estar absolutamente arrepentido de las mentiras.
47;C;Carlota;le;declaró;a;Benjamín;estar;absolutamente;arrepentido;de las mentiras;47;C;subject;ungrammatical;match;declaró;masc;estar;Carlota le declaró a Benjamín estar absolutamente arrepentido de las mentiras.
47;D;Carlota;le;declaró;a;Amelia;estar;absolutamente;arrepentido;de las mentiras;47;D;subject;ungrammatical;mismatch;declaró;masc;estar;Carlota le declaró a Amelia estar absolutamente arrepentido de las mentiras.
47;E;Fermín;le;mandó;a;Benjamín;estar;absolutamente;arrepentido;de las mentiras;47;E;object;grammatical;match;mandó;masc;estar;Fermín le mandó a Benjamín estar absolutamente arrepentido de las mentiras.
47;F;Carlota;le;mandó;a;Benjamín;estar;absolutamente;arrepentido;de las mentiras;47;F;object;grammatical;mismatch;mandó;masc;estar;Carlota le mandó a Benjamín estar absolutamente arrepentido de las mentiras.
47;G;Fermín;le;mandó;a;Amelia;estar;absolutamente;arrepentido;de las mentiras;47;G;object;ungrammatical;match;mandó;masc;estar;Fermín le mandó a Amelia estar absolutamente arrepentido de las mentiras.
47;H;Carlota;le;mandó;a;Amelia;estar;absolutamente;arrepentido;de las mentiras;47;H;object;ungrammatical;mismatch;mandó;masc;estar;Carlota le mandó a Amelia estar absolutamente arrepentido de las mentiras.
48;A;Aitana;le;manifestó;a;Noa;estar;ligeramente;molesta;con la situación;48;A;subject;grammatical;match;manifestó;fem;estar;Aitana le manifestó a Noa estar ligeramente molesta con la situación.
48;B;Aitana;le;manifestó;a;Matías;estar;ligeramente;molesta;con la situación;48;B;subject;grammatical;mismatch;manifestó;fem;estar;Aitana le manifestó a Matías estar ligeramente molesta con la situación.
48;C;Elías;le;manifestó;a;Noa;estar;ligeramente;molesta;con la situación;48;C;subject;ungrammatical;match;manifestó;fem;estar;Elías le manifestó a Noa estar ligeramente molesta con la situación.
48;D;Elías;le;manifestó;a;Matías;estar;ligeramente;molesta;con la situación;48;D;subject;ungrammatical;mismatch;manifestó;fem;estar;Elías le manifestó a Matías estar ligeramente molesta con la situación.
48;E;Aitana;le;consintió;a;Noa;estar;ligeramente;molesta;con la situación;48;E;object;grammatical;match;consintió;fem;estar;Aitana le consintió a Noa estar ligeramente molesta con la situación.
48;F;Elías;le;consintió;a;Noa;estar;ligeramente;molesta;con la situación;48;F;object;grammatical;mismatch;consintió;fem;estar;Elías le consintió a Noa estar ligeramente molesta con la situación.
48;G;Aitana;le;consintió;a;Matías;estar;ligeramente;molesta;con la situación;48;G;object;ungrammatical;match;consintió;fem;estar;Aitana le consintió a Matías estar ligeramente molesta con la situación.
48;H;Elías;le;consintió;a;Matías;estar;ligeramente;molesta;con la situación;48;H;object;ungrammatical;mismatch;consintió;fem;estar;Elías le consintió a Matías estar ligeramente molesta con la situación.
49;A;Amelia;le;reveló;a;Carlota;estar;así de;indignada;por lo sucedido;49;A;subject;grammatical;match;reveló;fem;estar;Amelia le reveló a Carlota estar así de indignada por lo sucedido.
49;B;Amelia;le;reveló;a;Fermín;estar;así de;indignada;por lo sucedido;49;B;subject;grammatical;mismatch;reveló;fem;estar;Amelia le reveló a Fermín estar así de indignada por lo sucedido.
49;C;Benjamín;le;reveló;a;Carlota;estar;así de;indignada;por lo sucedido;49;C;subject;ungrammatical;match;reveló;fem;estar;Benjamín le reveló a Carlota estar así de indignada por lo sucedido.
49;D;Benjamín;le;reveló;a;Fermín;estar;así de;indignada;por lo sucedido;49;D;subject;ungrammatical;mismatch;reveló;fem;estar;Benjamín le reveló a Fermín estar así de indignada por lo sucedido.
49;E;Amelia;le;impidió;a;Carlota;estar;así de;indignada;por lo sucedido;49;E;object;grammatical;match;impidió;fem;estar;Amelia le impidió a Carlota estar así de indignada por lo sucedido.
49;F;Benjamín;le;impidió;a;Carlota;estar;así de;indignada;por lo sucedido;49;F;object;grammatical;mismatch;impidió;fem;estar;Benjamín le impidió a Carlota estar así de indignada por lo sucedido.
49;G;Amelia;le;impidió;a;Fermín;estar;así de;indignada;por lo sucedido;49;G;object;ungrammatical;match;impidió;fem;estar;Amelia le impidió a Fermín estar así de indignada por lo sucedido.
49;H;Benjamín;le;impidió;a;Fermín;estar;así de;indignada;por lo sucedido;49;H;object;ungrammatical;mismatch;impidió;fem;estar;Benjamín le impidió a Fermín estar así de indignada por lo sucedido.
50;A;Javier;le;aseguró;a;Juan;estar;un poco;cohibido;tras el incidente;50;A;subject;grammatical;match;aseguró;masc;estar;Javier le aseguró a Juan estar un poco cohibido tras el incidente.
50;B;Javier;le;aseguró;a;Ana;estar;un poco;cohibido;tras el incidente;50;B;subject;grammatical;mismatch;aseguró;masc;estar;Javier le aseguró a Ana estar un poco cohibido tras el incidente.
50;C;Cristina;le;aseguró;a;Juan;estar;un poco;cohibido;tras el incidente;50;C;subject;ungrammatical;match;aseguró;masc;estar;Cristina le aseguró a Juan estar un poco cohibido tras el incidente.
50;D;Cristina;le;aseguró;a;Ana;estar;un poco;cohibido;tras el incidente;50;D;subject;ungrammatical;mismatch;aseguró;masc;estar;Cristina le aseguró a Ana estar un poco cohibido tras el incidente.
50;E;Javier;le;consintió;a;Juan;estar;un poco;cohibido;tras el incidente;50;E;object;grammatical;match;consintió;masc;estar;Javier le consintió a Juan estar un poco cohibido tras el incidente.
50;F;Cristina;le;consintió;a;Juan;estar;un poco;cohibido;tras el incidente;50;F;object;grammatical;mismatch;consintió;masc;estar;Cristina le consintió a Juan estar un poco cohibido tras el incidente.
50;G;Javier;le;consintió;a;Ana;estar;un poco;cohibido;tras el incidente;50;G;object;ungrammatical;match;consintió;masc;estar;Javier le consintió a Ana estar un poco cohibido tras el incidente.
50;H;Cristina;le;consintió;a;Ana;estar;un poco;cohibido;tras el incidente;50;H;object;ungrammatical;mismatch;consintió;masc;estar;Cristina le consintió a Ana estar un poco cohibido tras el incidente.
51;A;Antonia;le;confesó;a;Marta;estar;un poco;relajada;con los estudios;51;A;subject;grammatical;match;confesó;fem;estar;Antonia le confesó a Marta estar un poco relajada con los estudios.
51;B;Antonia;le;confesó;a;Daniel;estar;un poco;relajada;con los estudios;51;B;subject;grammatical;mismatch;confesó;fem;estar;Antonia le confesó a Daniel estar un poco relajada con los estudios.
51;C;Jesús;le;confesó;a;Marta;estar;un poco;relajada;con los estudios;51;C;subject;ungrammatical;match;confesó;fem;estar;Jesús le confesó a Marta estar un poco relajada con los estudios.
51;D;Jesús;le;confesó;a;Daniel;estar;un poco;relajada;con los estudios;51;D;subject;ungrammatical;mismatch;confesó;fem;estar;Jesús le confesó a Daniel estar un poco relajada con los estudios.
51;E;Antonia;le;permitió;a;Marta;estar;un poco;relajada;con los estudios;51;E;object;grammatical;match;permitió;fem;estar;Antonia le permitió a Marta estar un poco relajada con los estudios.
51;F;Jesús;le;permitió;a;Marta;estar;un poco;relajada;con los estudios;51;F;object;grammatical;mismatch;permitió;fem;estar;Jesús le permitió a Marta estar un poco relajada con los estudios.
51;G;Antonia;le;permitió;a;Daniel;estar;un poco;relajada;con los estudios;51;G;object;ungrammatical;match;permitió;fem;estar;Antonia le permitió a Daniel estar un poco relajada con los estudios.
51;H;Jesús;le;permitió;a;Daniel;estar;un poco;relajada;con los estudios;51;H;object;ungrammatical;mismatch;permitió;fem;estar;Jesús le permitió a Daniel estar un poco relajada con los estudios.
52;A;David;le;manifestó;a;Francisco;estar;muy;ansioso;por la visita;52;A;subject;grammatical;match;manifestó;masc;estar;David le manifestó a Francisco estar muy ansioso por la visita.
52;B;David;le;manifestó;a;Isabel;estar;muy;ansioso;por la visita;52;B;subject;grammatical;mismatch;manifestó;masc;estar;David le manifestó a Isabel estar muy ansioso por la visita.
52;C;Laura;le;manifestó;a;Francisco;estar;muy;ansioso;por la visita;52;C;subject;ungrammatical;match;manifestó;masc;estar;Laura le manifestó a Francisco estar muy ansioso por la visita.
52;D;Laura;le;manifestó;a;Isabel;estar;muy;ansioso;por la visita;52;D;subject;ungrammatical;mismatch;manifestó;masc;estar;Laura le manifestó a Isabel estar muy ansioso por la visita.
52;E;David;le;recriminó;a;Francisco;estar;muy;ansioso;por la visita;52;E;object;grammatical;match;recriminó;masc;estar;David le recriminó a Francisco estar muy ansioso por la visita.
52;F;Laura;le;recriminó;a;Francisco;estar;muy;ansioso;por la visita;52;F;object;grammatical;mismatch;recriminó;masc;estar;Laura le recriminó a Francisco estar muy ansioso por la visita.
52;G;David;le;recriminó;a;Isabel;estar;muy;ansioso;por la visita;52;G;object;ungrammatical;match;recriminó;masc;estar;David le recriminó a Isabel estar muy ansioso por la visita.
52;H;Laura;le;recriminó;a;Isabel;estar;muy;ansioso;por la visita;52;H;object;ungrammatical;mismatch;recriminó;masc;estar;Laura le recriminó a Isabel estar muy ansioso por la visita.
53;A;Noa;le;confirmó;a;Aitana;estar;poco;entusiasmada;con la boda;53;A;subject;grammatical;match;confirmó;fem;estar;Noa le confirmó a Aitana estar poco entusiasmada con la boda.
53;B;Noa;le;confirmó;a;Elías;estar;poco;entusiasmada;con la boda;53;B;subject;grammatical;mismatch;confirmó;fem;estar;Noa le confirmó a Elías estar poco entusiasmada con la boda.
53;C;Matías;le;confirmó;a;Aitana;estar;poco;entusiasmada;con la boda;53;C;subject;ungrammatical;match;confirmó;fem;estar;Matías le confirmó a Aitana estar poco entusiasmada con la boda.
53;D;Matías;le;confirmó;a;Elías;estar;poco;entusiasmada;con la boda;53;D;subject;ungrammatical;mismatch;confirmó;fem;estar;Matías le confirmó a Elías estar poco entusiasmada con la boda.
53;E;Noa;le;reprochó;a;Aitana;estar;poco;entusiasmada;con la boda;53;E;object;grammatical;match;reprochó;fem;estar;Noa le reprochó a Aitana estar poco entusiasmada con la boda.
53;F;Matías;le;reprochó;a;Aitana;estar;poco;entusiasmada;con la boda;53;F;object;grammatical;mismatch;reprochó;fem;estar;Matías le reprochó a Aitana estar poco entusiasmada con la boda.
53;G;Noa;le;reprochó;a;Elías;estar;poco;entusiasmada;con la boda;53;G;object;ungrammatical;match;reprochó;fem;estar;Noa le reprochó a Elías estar poco entusiasmada con la boda.
53;H;Matías;le;reprochó;a;Elías;estar;poco;entusiasmada;con la boda;53;H;object;ungrammatical;mismatch;reprochó;fem;estar;Matías le reprochó a Elías estar poco entusiasmada con la boda.
54;A;Diego;le;expresó;a;Álvaro;estar;algo más;contento;con la plantilla;54;A;subject;grammatical;match;expresó;masc;estar;Diego le expresó a Álvaro estar algo más contento con la plantilla.
54;B;Diego;le;expresó;a;Nuria;estar;algo más;contento;con la plantilla;54;B;subject;grammatical;mismatch;expresó;masc;estar;Diego le expresó a Nuria estar algo más contento con la plantilla.
54;C;Julia;le;expresó;a;Álvaro;estar;algo más;contento;con la plantilla;54;C;subject;ungrammatical;match;expresó;masc;estar;Julia le expresó a Álvaro estar algo más contento con la plantilla.
